id;id_embedded;url;name;season;number;type;airdate;airtime;airstamp;runtime;rating_average;medium;original;_links_self;_links_show;summary
2450906;55724;https://www.tvmaze.com/episodes/2450906/hocu-vse-znat-2x87-seria-87;Серия 87;2;87.0;regular;2022-12-01;;2022-12-01T00:00:00+00:00;12.0;;;;https://api.tvmaze.com/episodes/2450906;https://api.tvmaze.com/shows/55724;
2450907;55724;https://www.tvmaze.com/episodes/2450907/hocu-vse-znat-2x88-seria-88;Серия 88;2;88.0;regular;2022-12-01;;2022-12-01T00:00:00+00:00;12.0;;;;https://api.tvmaze.com/episodes/2450907;https://api.tvmaze.com/shows/55724;
2438114;59201;https://www.tvmaze.com/episodes/2438114/restoran-po-ponatiam-2x05-seria-15;Серия 15;2;5.0;regular;2022-12-01;;2022-12-01T00:00:00+00:00;30.0;;;;https://api.tvmaze.com/episodes/2438114;https://api.tvmaze.com/shows/59201;
2438115;59201;https://www.tvmaze.com/episodes/2438115/restoran-po-ponatiam-2x06-seria-16;Серия 16;2;6.0;regular;2022-12-01;;2022-12-01T00:00:00+00:00;30.0;;;;https://api.tvmaze.com/episodes/2438115;https://api.tvmaze.com/shows/59201;
2413779;60687;https://www.tvmaze.com/episodes/2413779/alisa-ne-mozet-zdat-1x08-8-seria;8 серия;1;8.0;regular;2022-12-01;12:00;2022-12-01T00:00:00+00:00;45.0;;;;https://api.tvmaze.com/episodes/2413779;https://api.tvmaze.com/shows/60687;
2323161;61880;https://www.tvmaze.com/episodes/2323161/zamerzsie-1x01-seria-1;Серия 1;1;1.0;regular;2022-12-01;;2022-12-01T00:00:00+00:00;50.0;;;;https://api.tvmaze.com/episodes/2323161;https://api.tvmaze.com/shows/61880;
2433627;61880;https://www.tvmaze.com/episodes/2433627/zamerzsie-1x02-seria-2;Серия 2;1;2.0;regular;2022-12-01;;2022-12-01T00:00:00+00:00;50.0;;;;https://api.tvmaze.com/episodes/2433627;https://api.tvmaze.com/shows/61880;
2433628;61880;https://www.tvmaze.com/episodes/2433628/zamerzsie-1x03-seria-3;Серия 3;1;3.0;regular;2022-12-01;;2022-12-01T00:00:00+00:00;50.0;;;;https://api.tvmaze.com/episodes/2433628;https://api.tvmaze.com/shows/61880;
2433629;61880;https://www.tvmaze.com/episodes/2433629/zamerzsie-1x04-seria-4;Серия 4;1;4.0;regular;2022-12-01;;2022-12-01T00:00:00+00:00;50.0;;;;https://api.tvmaze.com/episodes/2433629;https://api.tvmaze.com/shows/61880;
2433630;61880;https://www.tvmaze.com/episodes/2433630/zamerzsie-1x05-seria-5;Серия 5;1;5.0;regular;2022-12-01;;2022-12-01T00:00:00+00:00;50.0;;;;https://api.tvmaze.com/episodes/2433630;https://api.tvmaze.com/shows/61880;
2433631;61880;https://www.tvmaze.com/episodes/2433631/zamerzsie-1x06-seria-6;Серия 6;1;6.0;regular;2022-12-01;;2022-12-01T00:00:00+00:00;50.0;;;;https://api.tvmaze.com/episodes/2433631;https://api.tvmaze.com/shows/61880;
2433632;61880;https://www.tvmaze.com/episodes/2433632/zamerzsie-1x07-seria-7;Серия 7;1;7.0;regular;2022-12-01;;2022-12-01T00:00:00+00:00;50.0;;;;https://api.tvmaze.com/episodes/2433632;https://api.tvmaze.com/shows/61880;
2423288;63126;https://www.tvmaze.com/episodes/2423288/peregovorsik-1x06-seria-6;Серия 6;1;6.0;regular;2022-12-01;12:00;2022-12-01T00:00:00+00:00;42.0;;;;https://api.tvmaze.com/episodes/2423288;https://api.tvmaze.com/shows/63126;
2401158;64208;https://www.tvmaze.com/episodes/2401158/konec-sveta-1x07-strasnyj-sud;Страшный суд;1;7.0;regular;2022-12-01;;2022-12-01T00:00:00+00:00;53.0;;https://static.tvmaze.com/uploads/images/medium_landscape/432/1081693.jpg;https://static.tvmaze.com/uploads/images/original_untouched/432/1081693.jpg;https://api.tvmaze.com/episodes/2401158;https://api.tvmaze.com/shows/64208;
2424819;64267;https://www.tvmaze.com/episodes/2424819/s-nula-1x04-seria-04;Серия 04;1;4.0;regular;2022-12-01;;2022-12-01T00:00:00+00:00;45.0;;;;https://api.tvmaze.com/episodes/2424819;https://api.tvmaze.com/shows/64267;
2417608;64512;https://www.tvmaze.com/episodes/2417608/kungur-1x08-8-seria;8 серия;1;8.0;regular;2022-12-01;;2022-12-01T00:00:00+00:00;50.0;;;;https://api.tvmaze.com/episodes/2417608;https://api.tvmaze.com/shows/64512;
2417762;64738;https://www.tvmaze.com/episodes/2417762/pravo-na-svobodu-1x08-8-seria;8 серия;1;8.0;regular;2022-12-01;;2022-12-01T00:00:00+00:00;50.0;;;;https://api.tvmaze.com/episodes/2417762;https://api.tvmaze.com/shows/64738;
2440090;65481;https://www.tvmaze.com/episodes/2440090/a-slezu-za-toboj-1x01-seria-1;Серия 1;1;1.0;regular;2022-12-01;;2022-12-01T00:00:00+00:00;;;;;https://api.tvmaze.com/episodes/2440090;https://api.tvmaze.com/shows/65481;
2440091;65481;https://www.tvmaze.com/episodes/2440091/a-slezu-za-toboj-1x02-seria-2;Серия 2;1;2.0;regular;2022-12-01;;2022-12-01T00:00:00+00:00;;;;;https://api.tvmaze.com/episodes/2440091;https://api.tvmaze.com/shows/65481;
2476693;66583;https://www.tvmaze.com/episodes/2476693/neizvestnoe-budusee-1x01-seria-1;Серия 1;1;1.0;regular;2022-12-01;;2022-12-01T00:00:00+00:00;22.0;;;;https://api.tvmaze.com/episodes/2476693;https://api.tvmaze.com/shows/66583;
2476694;66583;https://www.tvmaze.com/episodes/2476694/neizvestnoe-budusee-1x02-seria-2;Серия 2;1;2.0;regular;2022-12-01;;2022-12-01T00:00:00+00:00;22.0;;;;https://api.tvmaze.com/episodes/2476694;https://api.tvmaze.com/shows/66583;
2476695;66583;https://www.tvmaze.com/episodes/2476695/neizvestnoe-budusee-1x03-seria-3;Серия 3;1;3.0;regular;2022-12-01;;2022-12-01T00:00:00+00:00;25.0;;;;https://api.tvmaze.com/episodes/2476695;https://api.tvmaze.com/shows/66583;
2476696;66583;https://www.tvmaze.com/episodes/2476696/neizvestnoe-budusee-1x04-seria-4;Серия 4;1;4.0;regular;2022-12-01;;2022-12-01T00:00:00+00:00;22.0;;;;https://api.tvmaze.com/episodes/2476696;https://api.tvmaze.com/shows/66583;
2476697;66583;https://www.tvmaze.com/episodes/2476697/neizvestnoe-budusee-1x05-seria-5;Серия 5;1;5.0;regular;2022-12-01;;2022-12-01T00:00:00+00:00;23.0;;;;https://api.tvmaze.com/episodes/2476697;https://api.tvmaze.com/shows/66583;
2422009;64860;https://www.tvmaze.com/episodes/2422009/colin-from-accounts-1x01-flash;Flash;1;1.0;regular;2022-12-01;;2022-12-01T01:00:00+00:00;32.0;;https://static.tvmaze.com/uploads/images/medium_landscape/433/1084040.jpg;https://static.tvmaze.com/uploads/images/original_untouched/433/1084040.jpg;https://api.tvmaze.com/episodes/2422009;https://api.tvmaze.com/shows/64860;<p>Gordon's day goes from bad to worse when, distracted by the impulsive actions of an attractive stranger, Ashley, he accidentally hits a stray dog with his car.</p>
2422010;64860;https://www.tvmaze.com/episodes/2422010/colin-from-accounts-1x02-benedict-cumbercrapp;Benedict Cumbercrapp;1;2.0;regular;2022-12-01;;2022-12-01T01:00:00+00:00;29.0;;https://static.tvmaze.com/uploads/images/medium_landscape/433/1084095.jpg;https://static.tvmaze.com/uploads/images/original_untouched/433/1084095.jpg;https://api.tvmaze.com/episodes/2422010;https://api.tvmaze.com/shows/64860;<p>When Ashley makes a mess in Gordon's sock drawer, she makes an impromptu trip to Costco with Colin, Megan and her mother, to buy Gordon some new furniture.</p>
2422011;64860;https://www.tvmaze.com/episodes/2422011/colin-from-accounts-1x03-toyota-cressida;Toyota Cressida;1;3.0;regular;2022-12-01;;2022-12-01T01:00:00+00:00;26.0;;https://static.tvmaze.com/uploads/images/medium_landscape/433/1082878.jpg;https://static.tvmaze.com/uploads/images/original_untouched/433/1082878.jpg;https://api.tvmaze.com/episodes/2422011;https://api.tvmaze.com/shows/64860;<p>Gordon accidentally sends Ashley a dick pic and chases her from a garage sale to a death bed to try and delete it.</p>
2422012;64860;https://www.tvmaze.com/episodes/2422012/colin-from-accounts-1x04-bubbly-sophie;Bubbly Sophie;1;4.0;regular;2022-12-01;;2022-12-01T01:00:00+00:00;25.0;;https://static.tvmaze.com/uploads/images/medium_landscape/433/1084090.jpg;https://static.tvmaze.com/uploads/images/original_untouched/433/1084090.jpg;https://api.tvmaze.com/episodes/2422012;https://api.tvmaze.com/shows/64860;<p>Ash and Gordon's awkward sexual encounter causes them to drift apart.</p>
2422013;64860;https://www.tvmaze.com/episodes/2422013/colin-from-accounts-1x05-my-amiga;My Amiga;1;5.0;regular;2022-12-01;;2022-12-01T01:00:00+00:00;31.0;;https://static.tvmaze.com/uploads/images/medium_landscape/433/1084089.jpg;https://static.tvmaze.com/uploads/images/original_untouched/433/1084089.jpg;https://api.tvmaze.com/episodes/2422013;https://api.tvmaze.com/shows/64860;<p>The Echo Park gang are impressed when Ashley takes charge during a power outage.</p>
2422014;64860;https://www.tvmaze.com/episodes/2422014/colin-from-accounts-1x06-the-good-room;The Good Room;1;6.0;regular;2022-12-01;;2022-12-01T01:00:00+00:00;28.0;;https://static.tvmaze.com/uploads/images/medium_landscape/433/1082867.jpg;https://static.tvmaze.com/uploads/images/original_untouched/433/1082867.jpg;https://api.tvmaze.com/episodes/2422014;https://api.tvmaze.com/shows/64860;<p>Ashley takes Gordon to her birthday dinner at Lynelle and creepy Professor Lee's house.</p>
2422015;64860;https://www.tvmaze.com/episodes/2422015/colin-from-accounts-1x07-bandit;Bandit;1;7.0;regular;2022-12-01;;2022-12-01T01:00:00+00:00;27.0;;https://static.tvmaze.com/uploads/images/medium_landscape/433/1084088.jpg;https://static.tvmaze.com/uploads/images/original_untouched/433/1084088.jpg;https://api.tvmaze.com/episodes/2422015;https://api.tvmaze.com/shows/64860;<p>Ashley and Gordon's relationship is tested when she invites her party-loving friends to Echo Park to celebrate her birthday.</p>
2422016;64860;https://www.tvmaze.com/episodes/2422016/colin-from-accounts-1x08-high-needs-people;High Needs People;1;8.0;regular;2022-12-01;;2022-12-01T01:00:00+00:00;27.0;;https://static.tvmaze.com/uploads/images/medium_landscape/433/1082868.jpg;https://static.tvmaze.com/uploads/images/original_untouched/433/1082868.jpg;https://api.tvmaze.com/episodes/2422016;https://api.tvmaze.com/shows/64860;<p>After breaking up, Ashley and Gordon must find a new home for Colin so they can go their separate ways.</p>
2410536;54610;https://www.tvmaze.com/episodes/2410536/the-wonderland-of-ten-thousands-5x152-episode-328;Episode 328;5;152.0;regular;2022-12-01;10:00;2022-12-01T02:00:00+00:00;10.0;;;;https://api.tvmaze.com/episodes/2410536;https://api.tvmaze.com/shows/54610;
2436053;60152;https://www.tvmaze.com/episodes/2436053/i-annoyed-millions-of-cultivators-2x138-episode-138;Episode 138;2;138.0;regular;2022-12-01;10:00;2022-12-01T02:00:00+00:00;7.0;;;;https://api.tvmaze.com/episodes/2436053;https://api.tvmaze.com/shows/60152;
2442589;62188;https://www.tvmaze.com/episodes/2442589/throne-of-seal-2x05-episode-31;Episode 31;2;5.0;regular;2022-12-01;10:00;2022-12-01T02:00:00+00:00;20.0;;;;https://api.tvmaze.com/episodes/2442589;https://api.tvmaze.com/shows/62188;
2429624;64032;https://www.tvmaze.com/episodes/2429624/oneuleun-jom-maewoolji-molla-1x01-tears-of-japchae;"""Tears of Japchae""";1;1.0;regular;2022-12-01;12:00;2022-12-01T03:00:00+00:00;33.0;;https://static.tvmaze.com/uploads/images/medium_landscape/432/1082013.jpg;https://static.tvmaze.com/uploads/images/original_untouched/432/1082013.jpg;https://api.tvmaze.com/episodes/2429624;https://api.tvmaze.com/shows/64032;
2429625;64032;https://www.tvmaze.com/episodes/2429625/oneuleun-jom-maewoolji-molla-1x02-the-miracle-of-space-movement-dombe-noodles;"""The Miracle of Space Movement, Dombe Noodles""";1;2.0;regular;2022-12-01;12:00;2022-12-01T03:00:00+00:00;33.0;;https://static.tvmaze.com/uploads/images/medium_landscape/432/1082014.jpg;https://static.tvmaze.com/uploads/images/original_untouched/432/1082014.jpg;https://api.tvmaze.com/episodes/2429625;https://api.tvmaze.com/shows/64032;
2413954;64555;https://www.tvmaze.com/episodes/2413954/blade-of-dawn-1x10-episode-10;Episode 10;1;10.0;regular;2022-12-01;11:00;2022-12-01T03:00:00+00:00;22.0;;;;https://api.tvmaze.com/episodes/2413954;https://api.tvmaze.com/shows/64555;
2425834;64650;https://www.tvmaze.com/episodes/2425834/caught-between-a-yuri-relationship-1x08-episode-8;Episode 8;1;8.0;regular;2022-12-01;;2022-12-01T03:00:00+00:00;4.0;;;;https://api.tvmaze.com/episodes/2425834;https://api.tvmaze.com/shows/64650;
2432126;65213;https://www.tvmaze.com/episodes/2432126/oh-my-assistant-1x01-episode-1;Episode 1;1;1.0;regular;2022-12-01;;2022-12-01T03:00:00+00:00;15.0;;https://static.tvmaze.com/uploads/images/medium_landscape/432/1081613.jpg;https://static.tvmaze.com/uploads/images/original_untouched/432/1081613.jpg;https://api.tvmaze.com/episodes/2432126;https://api.tvmaze.com/shows/65213;<p>Comic author Seon Heo wants to find an assistant, but during the interview process he unexpectedly finds one of the candidates very tempting!</p>
2437459;49141;https://www.tvmaze.com/episodes/2437459/yuan-long-3x03-episode-3;Episode 3;3;3.0;regular;2022-12-01;12:00;2022-12-01T04:00:00+00:00;20.0;;;;https://api.tvmaze.com/episodes/2437459;https://api.tvmaze.com/shows/49141;
2433583;64936;https://www.tvmaze.com/episodes/2433583/yinhe-zhi-xin-1x07-episode-7;Episode 7;1;7.0;regular;2022-12-01;;2022-12-01T04:00:00+00:00;25.0;;;;https://api.tvmaze.com/episodes/2433583;https://api.tvmaze.com/shows/64936;
2440230;65464;https://www.tvmaze.com/episodes/2440230/mr-durian-1x19-episode-19;Episode 19;1;19.0;regular;2022-12-01;;2022-12-01T04:00:00+00:00;10.0;;;;https://api.tvmaze.com/episodes/2440230;https://api.tvmaze.com/shows/65464;
2440231;65464;https://www.tvmaze.com/episodes/2440231/mr-durian-1x20-episode-20;Episode 20;1;20.0;regular;2022-12-01;;2022-12-01T04:00:00+00:00;10.0;;;;https://api.tvmaze.com/episodes/2440231;https://api.tvmaze.com/shows/65464;
2440205;65465;https://www.tvmaze.com/episodes/2440205/betrayed-love-1x14-episode-14;Episode 14;1;14.0;regular;2022-12-01;;2022-12-01T04:00:00+00:00;10.0;;;;https://api.tvmaze.com/episodes/2440205;https://api.tvmaze.com/shows/65465;
2517978;67883;https://www.tvmaze.com/episodes/2517978/warning-ahead-1x03-episode-3;Episode 3;1;3.0;regular;2022-12-01;;2022-12-01T04:00:00+00:00;2.0;;;;https://api.tvmaze.com/episodes/2517978;https://api.tvmaze.com/shows/67883;
2517979;67883;https://www.tvmaze.com/episodes/2517979/warning-ahead-1x04-episode-4;Episode 4;1;4.0;regular;2022-12-01;;2022-12-01T04:00:00+00:00;2.0;;;;https://api.tvmaze.com/episodes/2517979;https://api.tvmaze.com/shows/67883;
2451738;62985;https://www.tvmaze.com/episodes/2451738/kuppel-16-1x10-exodus;Exodus;1;10.0;regular;2022-12-01;06:00;2022-12-01T05:00:00+00:00;24.0;;https://static.tvmaze.com/uploads/images/medium_landscape/457/1144067.jpg;https://static.tvmaze.com/uploads/images/original_untouched/457/1144067.jpg;https://api.tvmaze.com/episodes/2451738;https://api.tvmaze.com/shows/62985;<p>Anton worries that Emma has forgotten him. Emma worries that Anton has been leading her on. Anton takes a chance and risks everything.</p>
2438228;65413;https://www.tvmaze.com/episodes/2438228/24-stjerners-julekalender-1x01-julesang;Julesang;1;1.0;regular;2022-12-01;06:00;2022-12-01T05:00:00+00:00;21.0;;;;https://api.tvmaze.com/episodes/2438228;https://api.tvmaze.com/shows/65413;<p>24 celebrities have no idea what awaits them, and must compete in evocative Christmas caroling in the season premiere of the very last celebrity reality show (in 2022).</p>
2438708;26268;https://www.tvmaze.com/episodes/2438708/slepaa-13x115-poedet-tolko-odin;Поедет только один;13;115.0;regular;2022-12-01;17:35;2022-12-01T05:35:00+00:00;25.0;;;;https://api.tvmaze.com/episodes/2438708;https://api.tvmaze.com/shows/26268;
2438709;26268;https://www.tvmaze.com/episodes/2438709/slepaa-13x116-sosed-po-dace;Сосед по даче;13;116.0;regular;2022-12-01;17:35;2022-12-01T05:35:00+00:00;25.0;;;;https://api.tvmaze.com/episodes/2438709;https://api.tvmaze.com/shows/26268;
2434421;62166;https://www.tvmaze.com/episodes/2434421/granite-harbour-1x01-episode-1;Episode 1;1;1.0;regular;2022-12-01;06:00;2022-12-01T06:00:00+00:00;57.0;;https://static.tvmaze.com/uploads/images/medium_landscape/432/1081956.jpg;https://static.tvmaze.com/uploads/images/original_untouched/432/1081956.jpg;https://api.tvmaze.com/episodes/2434421;https://api.tvmaze.com/shows/62166;<p>When the death of a local oil magnate stuns Aberdeen, trainee detective Davis Lindo is thrown in at the deep end and forced to navigate a city and force completely alien to him.</p>
2435238;62166;https://www.tvmaze.com/episodes/2435238/granite-harbour-1x02-episode-2;Episode 2;1;2.0;regular;2022-12-01;06:00;2022-12-01T06:00:00+00:00;58.0;;https://static.tvmaze.com/uploads/images/medium_landscape/432/1081957.jpg;https://static.tvmaze.com/uploads/images/original_untouched/432/1081957.jpg;https://api.tvmaze.com/episodes/2435238;https://api.tvmaze.com/shows/62166;<p>As the search for Isla gets under way, Lindo continues to investigate Clellan's murder. A surprise visitor to the station stuns the team, leading to a high-profile arrest.</p>
2435239;62166;https://www.tvmaze.com/episodes/2435239/granite-harbour-1x03-episode-3;Episode 3;1;3.0;regular;2022-12-01;06:00;2022-12-01T06:00:00+00:00;58.0;;https://static.tvmaze.com/uploads/images/medium_landscape/432/1081958.jpg;https://static.tvmaze.com/uploads/images/original_untouched/432/1081958.jpg;https://api.tvmaze.com/episodes/2435239;https://api.tvmaze.com/shows/62166;<p>As MacMillan and the team grill Shay, Lindo finds himself out in the cold. However, he continues to investigate Clellan's death, leading to a shocking discovery with potentially fatal consequences.</p>
2430801;65188;https://www.tvmaze.com/episodes/2430801/planet-sex-with-cara-delevingne-1x01-the-orgasm-gap;The Orgasm Gap;1;1.0;regular;2022-12-01;06:00;2022-12-01T06:00:00+00:00;49.0;;https://static.tvmaze.com/uploads/images/medium_landscape/431/1079890.jpg;https://static.tvmaze.com/uploads/images/original_untouched/431/1079890.jpg;https://api.tvmaze.com/episodes/2430801;https://api.tvmaze.com/shows/65188;<p>Since men are having more fulfilling sex than women, Cara wants to find out why. She sets out to fix the so-called ‘orgasm gap'. In Germany she uncovers the science behind orgasms, makes 'vagina art' in Japan and dives into a masturbation class in New York and a women-only sex party in LA.</p>
2430802;65188;https://www.tvmaze.com/episodes/2430802/planet-sex-with-cara-delevingne-1x02-out-and-proud;Out and Proud?;1;2.0;regular;2022-12-01;06:00;2022-12-01T06:00:00+00:00;49.0;;https://static.tvmaze.com/uploads/images/medium_landscape/431/1079891.jpg;https://static.tvmaze.com/uploads/images/original_untouched/431/1079891.jpg;https://api.tvmaze.com/episodes/2430802;https://api.tvmaze.com/shows/65188;<p>Cara grew up feeling ashamed of her sexuality. Now she wants to be out, loud and proud. In Germany, she meets queer refugees rebuilding their lives with cabaret, attends her first ever Pride in Tokyo and, in the US, parties at the biggest lesbian festival in the world.</p>
2430803;65188;https://www.tvmaze.com/episodes/2430803/planet-sex-with-cara-delevingne-1x03-can-porn-be-good;Can Porn Be Good?;1;3.0;regular;2022-12-01;06:00;2022-12-01T06:00:00+00:00;49.0;;https://static.tvmaze.com/uploads/images/medium_landscape/465/1164049.jpg;https://static.tvmaze.com/uploads/images/original_untouched/465/1164049.jpg;https://api.tvmaze.com/episodes/2430803;https://api.tvmaze.com/shows/65188;<p>Porn is everywhere. But Cara discovers it isn't all bad. In Spain, she helps make an ethical, feminist porn film. She explores positive role models in gay porn in Germany, boy-on-boy love comics for women in Japan and sensitive, homemade porn in New York.</p>
2430804;65188;https://www.tvmaze.com/episodes/2430804/planet-sex-with-cara-delevingne-1x04-whats-your-gender;What's Your Gender?;1;4.0;regular;2022-12-01;06:00;2022-12-01T06:00:00+00:00;49.0;;https://static.tvmaze.com/uploads/images/medium_landscape/431/1079893.jpg;https://static.tvmaze.com/uploads/images/original_untouched/431/1079893.jpg;https://api.tvmaze.com/episodes/2430804;https://api.tvmaze.com/shows/65188;<p>The idea of gender is becoming more talked about. But what is it, and why does it matter? Cara explores drag with a trans man in LA, discovers a third gender culture in Mexico and experiences a ‘gender swap' in Spain. Along the way, she confronts her own gender fluidity and masculinity.</p>
2430805;65188;https://www.tvmaze.com/episodes/2430805/planet-sex-with-cara-delevingne-1x05-monogamish;Monogamish;1;5.0;regular;2022-12-01;06:00;2022-12-01T06:00:00+00:00;49.0;;https://static.tvmaze.com/uploads/images/medium_landscape/431/1079894.jpg;https://static.tvmaze.com/uploads/images/original_untouched/431/1079894.jpg;https://api.tvmaze.com/episodes/2430805;https://api.tvmaze.com/shows/65188;<p>Love has always fascinated Cara. It's time to think beyond monogamy. Cara takes a DNA test in London and has a brain scan in the USA to reveal the secret science of love. She also explores solo weddings in Japan, polyamory in South Africa and non-monogamy in LA.</p>
2430806;65188;https://www.tvmaze.com/episodes/2430806/planet-sex-with-cara-delevingne-1x06-do-you-think-im-hot;Do You Think I'm Hot?;1;6.0;regular;2022-12-01;06:00;2022-12-01T06:00:00+00:00;49.0;;https://static.tvmaze.com/uploads/images/medium_landscape/431/1079895.jpg;https://static.tvmaze.com/uploads/images/original_untouched/431/1079895.jpg;https://api.tvmaze.com/episodes/2430806;https://api.tvmaze.com/shows/65188;<p>Cara consults a cosmetic surgeon and investigates where our ideas about beauty come from. She explores colourism in South Africa, plastic surgery in Colombia and talks body positivity everywhere.</p>
2478121;65444;https://www.tvmaze.com/episodes/2478121/reef-school-1x18-follow-the-leader;Follow the Leader;1;18.0;regular;2022-12-01;17:55;2022-12-01T06:55:00+00:00;11.0;;https://static.tvmaze.com/uploads/images/medium_landscape/443/1108949.jpg;https://static.tvmaze.com/uploads/images/original_untouched/443/1108949.jpg;https://api.tvmaze.com/episodes/2478121;https://api.tvmaze.com/shows/65444;<p>The little Reefies want to know all about getting older. Mr Flip tells them a story about a seal who goes on a grown-up adventure to meet a sea dragon.</p>
2439147;4175;https://www.tvmaze.com/episodes/2439147/hollyoaks-28x240-episode-240;Episode 240;28;240.0;regular;2022-12-01;07:00;2022-12-01T07:00:00+00:00;;;;;https://api.tvmaze.com/episodes/2439147;https://api.tvmaze.com/shows/4175;
2440493;48252;https://www.tvmaze.com/episodes/2440493/nocnoj-kontakt-7x38-v-gostah-super-stas;В гостях: Супер Стас;7;38.0;regular;2022-12-01;20:20;2022-12-01T08:20:00+00:00;30.0;;;;https://api.tvmaze.com/episodes/2440493;https://api.tvmaze.com/shows/48252;
2440842;64523;https://www.tvmaze.com/episodes/2440842/antipodi-3x54-138-valentin-gladkih;138. Валентин Гладких;3;54.0;regular;2022-12-01;;2022-12-01T10:00:00+00:00;121.0;;;;https://api.tvmaze.com/episodes/2440842;https://api.tvmaze.com/shows/64523;
2418828;63939;https://www.tvmaze.com/episodes/2418828/bride-of-the-typhoon-1x33-episode-33;Episode 33;1;33.0;regular;2022-12-01;19:50;2022-12-01T10:50:00+00:00;40.0;;https://static.tvmaze.com/uploads/images/medium_landscape/432/1081947.jpg;https://static.tvmaze.com/uploads/images/original_untouched/432/1081947.jpg;https://api.tvmaze.com/episodes/2418828;https://api.tvmaze.com/shows/63939;
2435026;65303;https://www.tvmaze.com/episodes/2435026/de-grootste-meesteroplichter-ter-wereld-1x04-aflevering-4;Aflevering 4;1;4.0;regular;2022-12-01;;2022-12-01T11:00:00+00:00;;;;;https://api.tvmaze.com/episodes/2435026;https://api.tvmaze.com/shows/65303;
2456095;66037;https://www.tvmaze.com/episodes/2456095/ylvis-i-sogn-1x09-stao-no-pao;Stao No Pao;1;9.0;regular;2022-12-01;;2022-12-01T11:00:00+00:00;19.0;;https://static.tvmaze.com/uploads/images/medium_landscape/437/1093191.jpg;https://static.tvmaze.com/uploads/images/original_untouched/437/1093191.jpg;https://api.tvmaze.com/episodes/2456095;https://api.tvmaze.com/shows/66037;<p>Sogndal football's legendary supporters' song gets both a musical makeover and a new music video from the Ylvis brothers, with good help from, among others, Kjartan Lauritzen and Olav Stedje.</p>
2461021;66150;https://www.tvmaze.com/episodes/2461021/facil-1x01-esta-clarisimo;Está clarísimo;1;1.0;regular;2022-12-01;;2022-12-01T11:00:00+00:00;32.0;;https://static.tvmaze.com/uploads/images/medium_landscape/439/1098002.jpg;https://static.tvmaze.com/uploads/images/original_untouched/439/1098002.jpg;https://api.tvmaze.com/episodes/2461021;https://api.tvmaze.com/shows/66150;
2461022;66150;https://www.tvmaze.com/episodes/2461022/facil-1x02-no-es-basura-todo-lo-que-que-parece;No es basura todo lo que que parece;1;2.0;regular;2022-12-01;;2022-12-01T11:00:00+00:00;35.0;;https://static.tvmaze.com/uploads/images/medium_landscape/439/1098001.jpg;https://static.tvmaze.com/uploads/images/original_untouched/439/1098001.jpg;https://api.tvmaze.com/episodes/2461022;https://api.tvmaze.com/shows/66150;
2461023;66150;https://www.tvmaze.com/episodes/2461023/facil-1x03-yo-antes-era-normal;¿Yo antes era normal?;1;3.0;regular;2022-12-01;;2022-12-01T11:00:00+00:00;34.0;;https://static.tvmaze.com/uploads/images/medium_landscape/439/1098000.jpg;https://static.tvmaze.com/uploads/images/original_untouched/439/1098000.jpg;https://api.tvmaze.com/episodes/2461023;https://api.tvmaze.com/shows/66150;
2461024;66150;https://www.tvmaze.com/episodes/2461024/facil-1x04-esta-prohibido;Está prohibido;1;4.0;regular;2022-12-01;;2022-12-01T11:00:00+00:00;32.0;;https://static.tvmaze.com/uploads/images/medium_landscape/439/1097999.jpg;https://static.tvmaze.com/uploads/images/original_untouched/439/1097999.jpg;https://api.tvmaze.com/episodes/2461024;https://api.tvmaze.com/shows/66150;
2461025;66150;https://www.tvmaze.com/episodes/2461025/facil-1x05-yo-mando-que-no-hay-normas;Yo mando que no hay normas;1;5.0;regular;2022-12-01;;2022-12-01T11:00:00+00:00;36.0;;https://static.tvmaze.com/uploads/images/medium_landscape/439/1097998.jpg;https://static.tvmaze.com/uploads/images/original_untouched/439/1097998.jpg;https://api.tvmaze.com/episodes/2461025;https://api.tvmaze.com/shows/66150;
2462281;66200;https://www.tvmaze.com/episodes/2462281/the-real-housewives-of-amsterdam-1x03-de-toon-is-gezet;De Toon Is Gezet;1;3.0;regular;2022-12-01;;2022-12-01T11:00:00+00:00;45.0;;;;https://api.tvmaze.com/episodes/2462281;https://api.tvmaze.com/shows/66200;
2393535;64109;https://www.tvmaze.com/episodes/2393535/its-like-a-bean-in-a-pod-1x43-episode-43;Episode 43;1;43.0;regular;2022-12-01;20:30;2022-12-01T11:30:00+00:00;30.0;;https://static.tvmaze.com/uploads/images/medium_landscape/432/1081941.jpg;https://static.tvmaze.com/uploads/images/original_untouched/432/1081941.jpg;https://api.tvmaze.com/episodes/2393535;https://api.tvmaze.com/shows/64109;
2397824;81;https://www.tvmaze.com/episodes/2397824/criminal-minds-16x03-moose;Moose;16;3.0;regular;2022-12-01;;2022-12-01T12:00:00+00:00;44.0;;https://static.tvmaze.com/uploads/images/medium_landscape/432/1081639.jpg;https://static.tvmaze.com/uploads/images/original_untouched/432/1081639.jpg;https://api.tvmaze.com/episodes/2397824;https://api.tvmaze.com/shows/81;<p>At the heart of the serial killing network is Elias Voit. Dangerous psychopath. Manipulative narcissist. Loving father and husband. In order to find him, the team must find all of his kill kits. But one is missing, and the path leads to a bomb in the middle of Washington, D.C.</p>
